customer_id,customer_name,email,registration_date,age,city,total_purchases,total_spent,last_purchase_date,is_active
43,Customer_0043,customer_0043@example.com,2023-07-14,77.0,Chicago,4,1285.25,2023-01-21,True
44,Customer_0044,customer_0044@example.com,2023-02-19,33.0,Los Angeles,28,1396.15,2023-03-31,True
45,Customer_0045,customer_0045@example.com,2023-07-03,32.0,Houston,44,3809.02,2023-08-29,False
46,Customer_0046,customer_0046@example.com,2023-06-26,79.0,New York,20,2276.21,2023-09-23,False
47,Customer_0047,customer_0047@example.com,2023-11-06,,Houston,24,3894.72,2023-11-30,True
48,Customer_0048,customer_0048@example.com,2023-05-16,64.0,Phoenix,49,373.56,2023-08-15,True
49,Customer_0049,customer_0049@example.com,2023-01-23,79.0,Chicago,32,2463.48,2023-05-23,True
50,Customer_0050,customer_0050@example.com,2023-08-24,68.0,New York,41,216.39,2023-04-03,True
51,Customer_0051,customer_0051@example.com,2023-10-02,61.0,New York,36,360.13,2023-10-27,True
52,Customer_0052,customer_0052@example.com,2023-03-05,72.0,Phoenix,34,4536.87,2023-08-12,True
53,Customer_0053,customer_0053@example.com,2023-07-13,69.0,Phoenix,36,739.26,2023-11-22,True
54,Customer_0054,customer_0054@example.com,2023-02-10,74.0,Los Angeles,2,2685.48,2023-09-09,True
55,Customer_0055,customer_0055@example.com,2023-10-10,20.0,Chicago,15,2084.92,2023-02-16,True
56,Customer_0056,customer_0056@example.com,2023-05-31,54.0,Chicago,34,1769.35,2023-08-29,False
57,Customer_0057,customer_0057@example.com,2023-11-18,68.0,Houston,36,4504.18,2023-06-28,True
58,Customer_0058,customer_0058@example.com,2023-11-13,24.0,Los Angeles,6,158.03,2023-07-29,True
59,Customer_0059,customer_0059@example.com,2023-07-05,38.0,Los Angeles,39,3335.76,2023-06-20,False
60,Customer_0060,customer_0060@example.com,2023-10-23,26.0,Los Angeles,42,4818.8,2023-06-14,True
61,Customer_0061,customer_0061@example.com,2023-04-09,,Los Angeles,12,2822.83,2023-12-10,True
62,Customer_0062,customer_0062@example.com,2023-12-27,35.0,Chicago,3,4687.27,2023-02-23,True
63,Customer_0063,customer_0063@example.com,2023-02-05,21.0,Chicago,45,308.68,2023-03-24,True
64,Customer_0064,customer_0064@example.com,2023-01-24,42.0,Los Angeles,18,2123.03,2023-06-18,True
65,Customer_0065,customer_0065@example.com,2023-12-05,77.0,Houston,40,1337.78,2023-07-30,True
66,Customer_0066,customer_0066@example.com,2023-04-27,31.0,New York,21,3667.56,2023-12-22,False
67,Customer_0067,customer_0067@example.com,2023-05-29,67.0,New York,15,4907.42,2023-09-11,True
68,Customer_0068,customer_0068@example.com,2023-02-10,75.0,Houston,33,1319.82,2023-05-28,True
69,Customer_0069,customer_0069@example.com,2023-04-30,26.0,Los Angeles,35,3288.16,2023-12-06,True
70,Customer_0070,customer_0070@example.com,2023-02-21,43.0,Chicago,26,1030.58,2023-07-25,True
71,Customer_0071,customer_0071@example.com,2023-07-14,70.0,New York,8,2848.38,2023-10-09,True
72,Customer_0072,customer_0072@example.com,2023-05-23,19.0,Phoenix,36,2346.47,2023-01-19,False
73,Customer_0073,customer_0073@example.com,2023-08-21,37.0,Phoenix,48,4861.43,2023-08-21,True
74,Customer_0074,customer_0074@example.com,2023-11-22,45.0,Houston,30,3062.21,2023-02-15,True
75,Customer_0075,customer_0075@example.com,2023-07-06,64.0,Los Angeles,23,1780.06,2023-06-11,True
76,Customer_0076,customer_0076@example.com,2023-03-25,77.0,New York,42,614.77,2023-05-10,True
77,Customer_0077,customer_0077@example.com,2023-07-09,24.0,Los Angeles,44,798.67,2023-06-15,False
78,Customer_0078,customer_0078@example.com,2023-07-01,61.0,New York,14,1165.32,2023-03-01,True
79,Customer_0079,customer_0079@example.com,2023-04-18,78.0,Houston,14,1292.28,2023-07-26,True
80,Customer_0080,customer_0080@example.com,2023-12-10,25.0,Houston,2,4260.55,2023-09-21,True
81,Customer_0081,customer_0081@example.com,2023-05-17,64.0,Phoenix,37,2828.05,2023-01-01,False
82,Customer_0082,customer_0082@example.com,2023-12-26,52.0,Los Angeles,5,2640.79,2023-12-03,True
83,Customer_0083,customer_0083@example.com,2023-12-16,31.0,Phoenix,38,618.11,2023-10-05,True
84,Customer_0084,customer_0084@example.com,2023-11-28,34.0,Los Angeles,45,4307.69,2023-08-25,False
85,Customer_0085,customer_0085@example.com,2023-02-06,53.0,Phoenix,41,3627.93,2023-07-31,False
86,  Customer_0086  ,customer_0086@example.com,2023-11-08,67.0,Chicago,47,384.96,2023-01-28,True
87,Customer_0087,customer_0087@example.com,2023-11-22,57.0,Chicago,14,3553.78,2023-04-07,True
88,Customer_0088,customer_0088@example.com,2023-03-29,21.0,Chicago,39,2740.51,2023-09-23,True
89,Customer_0089,customer_0089@example.com,2023-10-01,19.0,Chicago,25,454.54,2023-07-05,True
90,Customer_0090,customer_0090@example.com,2023-05-06,79.0,New York,20,2318.59,2023-11-15,True
91,Customer_0091,customer_0091@example.com,2023-03-25,23.0,Chicago,2,2449.25,2023-09-13,True
92,Customer_0092,customer_0092@example.com,2023-08-25,71.0,Houston,39,870.58,2023-11-17,True
93,Customer_0093,customer_0093@example.com,2023-07-14,59.0,Houston,6,4731.21,2023-08-15,True
94,Customer_0094,customer_0094@example.com,2023-05-19,21.0,New York,17,4257.38,2023-01-27,True
95,Customer_0095,customer_0095@example.com,2023-11-24,71.0,Chicago,25,3361.66,2023-04-15,False
96,Customer_0096,customer_0096@example.com,2023-12-19,46.0,Chicago,28,2338.36,2023-05-17,True
97,Customer_0097,customer_0097@example.com,2023-10-13,,Chicago,2,2088.24,2023-10-09,True
98,Customer_0098,customer_0098@example.com,2023-04-23,43.0,Phoenix,35,3272.32,2023-03-09,True
99,Customer_0099,customer_0099@example.com,2023-12-17,61.0,Los Angeles,37,2749.89,2023-05-28,False
100,Customer_0100,customer_0100@example.com,2023-06-16,,Phoenix,5,358.25,2023-08-13,True
101,Customer_0101,customer_0101@example.com,2023-01-29,27.0,Los Angeles,1,2586.89,2023-12-24,True
102,Customer_0102,customer_0102@example.com,2023-04-28,79.0,Chicago,40,4041.7,2023-09-06,True
103,Customer_0103,customer_0103@example.com,2023-01-17,53.0,Chicago,12,2323.24,2023-03-04,True
104,Customer_0104,customer_0104@example.com,2023-06-11,31.0,Phoenix,36,307.19,2023-01-15,True
105,Customer_0105,customer_0105@example.com,2023-07-25,48.0,Phoenix,45,3942.08,2023-11-19,True
106,Customer_0106,customer_0106@example.com,2023-05-18,65.0,Los Angeles,23,1046.75,2023-11-08,True
107,Customer_0107,customer_0107@example.com,2023-02-03,32.0,Houston,47,1330.17,2023-05-03,False
108,Customer_0108,customer_0108@example.com,2023-04-19,25.0,Los Angeles,31,865.3,2023-12-30,True
109,Customer_0109,customer_0109@example.com,2023-10-18,31.0,Phoenix,11,1684.56,2023-03-23,True
110,Customer_0110,customer_0110@example.com,2023-06-11,40.0,Phoenix,10,3795.92,2023-06-09,False
111,Customer_0111,customer_0111@example.com,2023-04-19,77.0,New York,3,2620.96,2023-10-10,True
112,Customer_0112,customer_0112@example.com,2023-12-02,74.0,Phoenix,14,1064.16,2023-01-08,True
113,Customer_0113,customer_0113@example.com,2023-09-13,79.0,New York,16,4395.26,2023-10-10,True
114,Customer_0114,customer_0114@example.com,2023-07-22,57.0,Houston,10,4403.93,2023-07-28,True
115,Customer_0115,customer_0115@example.com,2023-11-26,38.0,Los Angeles,29,4359.36,2023-02-17,False
116,Customer_0116,customer_0116@example.com,2023-08-23,33.0,Los Angeles,10,1232.04,2023-04-26,False
117,Customer_0117,customer_0117@example.com,2023-03-15,62.0,New York,12,2283.63,2023-02-28,True
118,Customer_0118,customer_0118@example.com,2023-05-16,35.0,Los Angeles,30,4925.7,2023-08-25,True
119,Customer_0119,customer_0119@example.com,2023-03-13,64.0,Phoenix,41,3871.46,2023-03-02,False
120,Customer_0120,customer_0120@example.com,2023-05-07,70.0,Chicago,1,184.48,2023-11-28,False
121,Customer_0121,customer_0121@example.com,2023-10-15,41.0,New York,5,372.76,2023-03-20,False
122,Customer_0122,customer_0122@example.com,2023-10-03,43.0,Los Angeles,20,2346.46,2023-09-13,True
123,Customer_0123,customer_0123@example.com,2023-05-15,42.0,New York,8,4550.64,2023-05-30,True
124,Customer_0124,customer_0124@example.com,2023-10-27,77.0,New York,43,2716.57,2023-09-18,False
125,Customer_0125,customer_0125@example.com,2023-08-08,77.0,Chicago,12,2514.17,2023-12-28,True
126,Customer_0126,customer_0126@example.com,2023-10-26,77.0,Phoenix,1,572.09,2023-05-20,True
127,Customer_0127,customer_0127@example.com,2023-07-24,62.0,New York,20,3301.06,2023-08-01,True
128,Customer_0128,customer_0128@example.com,2023-07-05,58.0,Los Angeles,28,4119.41,2023-09-05,True
129,Customer_0129,customer_0129@example.com,2023-04-23,46.0,Houston,43,1933.08,2023-08-30,True
130,Customer_0130,customer_0130@example.com,2023-03-12,32.0,New York,37,3889.28,2023-05-05,True
131,Customer_0131,customer_0131@example.com,2023-09-18,62.0,New York,47,4824.16,2023-08-22,False
132,Customer_0132,customer_0132@example.com,2023-09-10,18.0,Chicago,37,1058.64,2023-10-10,True
133,Customer_0133,customer_0133@example.com,2023-02-16,,Phoenix,12,2640.48,2023-03-16,False
134,Customer_0134,customer_0134@example.com,2023-01-25,24.0,Houston,37,1471.33,2023-07-16,True
135,Customer_0135,customer_0135@example.com,2023-02-26,26.0,Los Angeles,49,3974.63,2023-04-08,True
136,Customer_0136,customer_0136@example.com,2023-03-20,41.0,Houston,49,2909.09,2023-11-03,False
137,Customer_0137,customer_0137@example.com,2023-11-18,18.0,Los Angeles,44,3191.18,2023-09-18,True
138,Customer_0138,customer_0138@example.com,2023-03-23,61.0,Phoenix,28,3999.68,2023-03-11,True
139,Customer_0139,customer_0139@example.com,2023-12-15,25.0,Los Angeles,47,2010.05,2023-02-05,True
140,Customer_0140,customer_0140@example.com,2023-08-05,,Chicago,15,4579.7,2023-05-22,True
141,Customer_0141,customer_0141@example.com,2023-11-02,28.0,Chicago,6,2688.49,2023-08-01,False
142,Customer_0142,customer_0142@example.com,2023-02-02,68.0,Chicago,44,831.88,2023-06-24,False
143,Customer_0143,customer_0143@example.com,2023-07-17,34.0,Chicago,20,3494.7,2023-09-17,True
144,Customer_0144,customer_0144@example.com,2023-07-15,25.0,Houston,14,3976.64,2023-05-17,True
145,Customer_0145,customer_0145@example.com,2023-11-02,52.0,Phoenix,2,1617.97,2023-01-02,True
146,Customer_0146,customer_0146@example.com,2023-08-28,52.0,Los Angeles,9,4293.04,2023-05-25,False
147,Customer_0147,customer_0147@example.com,2023-09-28,50.0,Los Angeles,37,4535.41,2023-06-02,True
148,  Customer_0148  ,customer_0148@example.com,2023-05-09,76.0,Chicago,20,1420.68,2023-10-28,True
149,Customer_0149,customer_0149@example.com,2023-10-11,22.0,Chicago,26,4918.43,2023-10-24,True
150,Customer_0150,customer_0150@example.com,2023-01-06,59.0,New York,29,746.52,2023-12-04,True
151,Customer_0151,customer_0151@example.com,2023-12-15,56.0,Phoenix,1,1049.98,2023-09-08,True
152,Customer_0152,customer_0152@example.com,2023-02-28,75.0,Houston,35,961.91,2023-03-18,False
153,Customer_0153,customer_0153@example.com,2023-12-16,58.0,Los Angeles,6,4475.25,2023-08-17,True
154,Customer_0154,customer_0154@example.com,2023-10-02,45.0,New York,37,3288.75,2023-10-03,True
155,Customer_0155,customer_0155@example.com,2023-05-17,24.0,New York,5,802.92,2023-09-05,False
156,Customer_0156,customer_0156@example.com,2023-11-25,26.0,Los Angeles,33,2229.6,2023-06-26,False
157,Customer_0157,customer_0157@example.com,2023-06-24,25.0,Houston,49,3095.73,2023-06-20,True
158,Customer_0158,customer_0158@example.com,2023-02-27,29.0,New York,14,463.15,2023-10-10,True
159,Customer_0159,customer_0159@example.com,2023-05-31,51.0,New York,12,4417.96,2023-10-06,True
160,Customer_0160,customer_0160@example.com,2023-08-11,50.0,Phoenix,42,4027.84,2023-07-13,True
161,Customer_0161,customer_0161@example.com,2023-03-22,65.0,Houston,20,2550.77,2023-08-22,True
162,Customer_0162,customer_0162@example.com,2023-08-21,72.0,New York,24,4837.28,2023-06-14,True
163,Customer_0163,customer_0163@example.com,2023-01-02,40.0,Houston,43,2117.92,2023-04-07,True
164,Customer_0164,customer_0164@example.com,2023-05-15,79.0,Los Angeles,34,4921.35,2023-12-24,False
165,Customer_0165,customer_0165@example.com,2023-09-14,41.0,Chicago,25,3356.2,2023-05-03,True
166,Customer_0166,customer_0166@example.com,2023-04-02,54.0,New York,29,3191.62,2023-10-20,True
167,Customer_0167,customer_0167@example.com,2023-09-17,52.0,Phoenix,39,871.48,2023-07-16,True
168,Customer_0168,customer_0168@example.com,2023-02-24,61.0,Los Angeles,31,4415.54,2023-04-30,False
169,Customer_0169,customer_0169@example.com,2023-11-17,57.0,Houston,47,2166.07,2023-07-30,False
170,Customer_0170,customer_0170@example.com,2023-06-02,39.0,Los Angeles,43,853.06,2023-01-23,False
171,Customer_0171,customer_0171@example.com,2023-11-24,44.0,New York,23,112.41,2023-06-12,False
172,Customer_0172,customer_0172@example.com,2023-09-17,52.0,Houston,44,2820.79,2023-08-31,False
173,Customer_0173,customer_0173@example.com,2023-11-08,18.0,Chicago,38,2660.63,2023-12-28,True
174,Customer_0174,customer_0174@example.com,2023-04-12,52.0,Los Angeles,20,3610.8,2023-07-15,True
175,  Customer_0175  ,customer_0175@example.com,2023-03-20,54.0,New York,23,4456.78,2023-07-17,True
176,Customer_0176,customer_0176@example.com,2023-07-11,64.0,Phoenix,45,443.06,2023-12-06,False
177,Customer_0177,customer_0177@example.com,2023-03-24,31.0,Houston,16,3670.91,2023-11-30,False
178,Customer_0178,customer_0178@example.com,2023-10-04,20.0,Los Angeles,42,977.69,2023-03-19,True
179,Customer_0179,customer_0179@example.com,2023-09-29,18.0,Los Angeles,8,4297.98,2023-09-11,True
180,Customer_0180,customer_0180@example.com,2023-01-01,22.0,Chicago,21,4104.36,2023-01-19,True
181,Customer_0181,customer_0181@example.com,2023-11-03,43.0,Chicago,1,2726.93,2023-03-06,False
182,Customer_0182,customer_0182@example.com,2023-06-15,72.0,Phoenix,8,3565.7,2023-09-15,True
183,  Customer_0183  ,customer_0183@example.com,2023-09-08,31.0,Phoenix,29,1606.03,2023-10-30,True
184,Customer_0184,customer_0184@example.com,2023-01-10,,New York,32,2382.28,2023-06-19,True
185,Customer_0185,customer_0185@example.com,2023-02-27,44.0,New York,38,4117.1,2023-02-21,True
186,Customer_0186,customer_0186@example.com,2023-07-05,26.0,Phoenix,5,2323.36,2023-08-14,False
187,Customer_0187,customer_0187@example.com,2023-06-07,32.0,Phoenix,47,1821.1,2023-02-21,True
188,Customer_0188,customer_0188@example.com,2023-05-03,32.0,Houston,22,2496.35,2023-09-27,False
189,Customer_0189,customer_0189@example.com,2023-01-30,43.0,Chicago,47,4149.83,2023-08-22,True
190,Customer_0190,customer_0190@example.com,2023-05-04,59.0,New York,34,1709.28,2023-01-08,True
191,Customer_0191,customer_0191@example.com,2023-10-18,,Chicago,1,910.12,2023-03-15,True
192,Customer_0192,customer_0192@example.com,2023-02-10,30.0,Chicago,26,3574.47,2023-07-29,False
193,Customer_0193,customer_0193@example.com,2023-02-13,68.0,Phoenix,43,4138.59,2023-12-02,True
194,Customer_0194,customer_0194@example.com,2023-09-06,49.0,Houston,10,548.16,2023-03-21,True
195,Customer_0195,customer_0195@example.com,2023-02-05,56.0,Los Angeles,30,1237.38,2023-02-08,True
196,Customer_0196,customer_0196@example.com,2023-09-30,66.0,Houston,18,752.76,2023-08-29,False
197,Customer_0197,customer_0197@example.com,2023-03-06,69.0,Houston,17,1772.31,2023-05-16,True
198,Customer_0198,customer_0198@example.com,2023-03-07,78.0,Chicago,26,2279.24,2023-06-23,False
199,Customer_0199,customer_0199@example.com,2023-12-04,49.0,Houston,8,3756.69,2023-11-16,True
200,Customer_0200,customer_0200@example.com,2023-09-01,21.0,New York,47,3273.18,2023-12-21,True
201,Customer_0201,customer_0201@example.com,2023-10-09,47.0,Chicago,40,3123.6,2023-07-23,True
202,Customer_0202,customer_0202@example.com,2023-03-26,54.0,New York,49,1794.26,2023-11-29,True
203,Customer_0203,customer_0203@example.com,2023-05-16,40.0,Los Angeles,12,4215.17,2023-02-11,True
204,Customer_0204,customer_0204@example.com,2023-09-28,56.0,Chicago,27,2382.87,2023-06-18,True
205,Customer_0205,customer_0205@example.com,2023-11-07,62.0,Los Angeles,8,4896.57,2023-12-12,True
206,Customer_0206,customer_0206@example.com,2023-08-05,32.0,Chicago,25,3189.0,2023-10-01,False
207,Customer_0207,customer_0207@example.com,2023-04-19,60.0,Phoenix,46,675.01,2023-07-14,True
208,Customer_0208,customer_0208@example.com,2023-10-04,46.0,Houston,4,3397.08,2023-06-12,False
209,Customer_0209,customer_0209@example.com,2023-12-20,53.0,Phoenix,33,1659.26,2023-11-17,True
210,Customer_0210,customer_0210@example.com,2023-04-13,30.0,Los Angeles,1,3447.32,2023-09-07,True
211,Customer_0211,customer_0211@example.com,2023-06-09,49.0,Houston,19,394.72,2023-10-05,True
212,Customer_0212,customer_0212@example.com,2023-07-24,24.0,Chicago,31,915.66,2023-01-19,True
213,Customer_0213,customer_0213@example.com,2023-12-10,76.0,Houston,16,4285.9,2023-11-13,True
214,Customer_0214,customer_0214@example.com,2023-11-29,68.0,New York,14,1174.54,2023-02-05,True
215,Customer_0215,customer_0215@example.com,2023-07-11,39.0,Houston,48,4193.35,2023-05-01,True
216,Customer_0216,customer_0216@example.com,2023-08-13,45.0,New York,5,1432.42,2023-11-20,True
217,Customer_0217,customer_0217@example.com,2023-09-22,19.0,Houston,41,3232.27,2023-12-17,False
218,Customer_0218,customer_0218@example.com,2023-08-20,,New York,26,3486.05,2023-05-28,False
219,Customer_0219,customer_0219@example.com,2023-03-03,,Los Angeles,28,2587.64,2023-04-27,True
220,Customer_0220,customer_0220@example.com,2023-05-07,79.0,Phoenix,2,1561.29,2023-02-16,True
221,Customer_0221,customer_0221@example.com,2023-04-26,74.0,Chicago,6,1102.59,2023-08-11,True
222,Customer_0222,customer_0222@example.com,2023-02-02,70.0,Houston,9,214.29,2023-02-20,True
223,Customer_0223,customer_0223@example.com,2023-06-23,23.0,Phoenix,33,1554.53,2023-11-21,True
224,Customer_0224,customer_0224@example.com,2023-01-11,45.0,Chicago,41,3283.16,2023-12-27,True
225,Customer_0225,customer_0225@example.com,2023-10-29,45.0,Chicago,25,4694.61,2023-02-21,True
226,Customer_0226,customer_0226@example.com,2023-10-11,61.0,New York,48,4362.46,2023-08-16,True
227,Customer_0227,customer_0227@example.com,2023-04-28,61.0,Los Angeles,13,3842.02,2023-03-27,True
228,Customer_0228,customer_0228@example.com,2023-10-29,37.0,Los Angeles,9,3952.81,2023-12-22,False
229,Customer_0229,customer_0229@example.com,2023-04-23,47.0,Phoenix,13,3341.68,2023-06-03,False
230,Customer_0230,customer_0230@example.com,2023-01-04,79.0,Los Angeles,31,1338.42,2023-01-15,True
231,Customer_0231,customer_0231@example.com,2023-02-06,28.0,Houston,41,4540.62,2023-01-24,False
232,Customer_0232,customer_0232@example.com,2023-12-29,75.0,Los Angeles,11,3370.12,2023-06-16,False
233,Customer_0233,customer_0233@example.com,2023-11-20,72.0,Phoenix,4,2824.18,2023-01-29,True
234,Customer_0234,customer_0234@example.com,2023-01-31,45.0,Los Angeles,34,599.4,2023-05-31,True
235,Customer_0235,customer_0235@example.com,2023-04-28,42.0,Houston,38,2262.92,2023-07-03,True
236,Customer_0236,customer_0236@example.com,2023-02-04,56.0,New York,46,2328.77,2023-07-11,False
237,Customer_0237,customer_0237@example.com,2023-01-17,79.0,Phoenix,4,4329.59,2023-08-09,False
238,Customer_0238,customer_0238@example.com,2023-06-19,50.0,New York,38,2755.91,2023-03-16,True
239,Customer_0239,customer_0239@example.com,2023-02-06,18.0,New York,19,1932.98,2023-05-06,True
240,  Customer_0240  ,customer_0240@example.com,2023-09-21,74.0,New York,6,4885.16,2023-09-29,True
241,Customer_0241,customer_0241@example.com,2023-05-02,,Chicago,34,598.07,2023-07-30,True
242,Customer_0242,customer_0242@example.com,2023-05-23,,Chicago,18,2141.61,2023-10-17,True
243,Customer_0243,customer_0243@example.com,2023-12-09,74.0,New York,13,258.02,2023-12-16,False
244,Customer_0244,customer_0244@example.com,2023-09-06,69.0,Phoenix,41,3712.53,2023-04-03,True
245,Customer_0245,customer_0245@example.com,2023-04-20,30.0,Houston,23,4594.48,2023-03-29,False
246,Customer_0246,customer_0246@example.com,2023-10-04,58.0,Houston,19,1436.18,2023-03-31,False
247,Customer_0247,customer_0247@example.com,2023-03-09,20.0,Los Angeles,45,4298.79,2023-02-10,False
248,Customer_0248,customer_0248@example.com,2023-10-20,56.0,Phoenix,11,1496.48,2023-11-09,True
249,Customer_0249,customer_0249@example.com,2023-10-23,23.0,Chicago,1,4558.31,2023-07-15,True
250,Customer_0250,customer_0250@example.com,2023-08-31,25.0,New York,24,3782.11,2023-11-14,True
251,Customer_0251,customer_0251@example.com,2023-05-05,44.0,Los Angeles,7,4034.29,2023-12-16,True
252,Customer_0252,customer_0252@example.com,2023-08-31,,Houston,25,139.13,2023-05-04,True
253,Customer_0253,customer_0253@example.com,2023-07-28,79.0,Chicago,21,4815.91,2023-09-12,True
254,Customer_0254,customer_0254@example.com,2023-04-08,54.0,Chicago,15,3647.02,2023-10-26,True
255,Customer_0255,customer_0255@example.com,2023-02-18,50.0,New York,1,1558.52,2023-03-15,True
256,Customer_0256,customer_0256@example.com,2023-02-19,,Houston,12,4155.5,2023-04-29,True
257,Customer_0257,customer_0257@example.com,2023-12-04,59.0,Phoenix,7,1443.53,2023-08-25,True
258,Customer_0258,customer_0258@example.com,2023-08-09,61.0,Chicago,15,4370.13,2023-11-23,False
259,Customer_0259,customer_0259@example.com,2023-07-01,41.0,New York,21,607.27,2023-05-11,False
260,Customer_0260,customer_0260@example.com,2023-08-05,32.0,Phoenix,19,3533.25,2023-08-24,True
261,Customer_0261,customer_0261@example.com,2023-07-30,76.0,Houston,29,2726.46,2023-05-11,True
262,Customer_0262,customer_0262@example.com,2023-08-28,71.0,Chicago,25,527.85,2023-12-08,True
263,Customer_0263,customer_0263@example.com,2023-01-28,49.0,Phoenix,33,1247.37,2023-01-05,True
264,Customer_0264,customer_0264@example.com,2023-12-11,49.0,Phoenix,49,111.4,2023-08-27,True
265,Customer_0265,customer_0265@example.com,2023-12-01,41.0,Phoenix,32,2370.4,2023-05-28,False
266,Customer_0266,customer_0266@example.com,2023-11-27,58.0,Chicago,49,1541.26,2023-12-13,True
267,Customer_0267,customer_0267@example.com,2023-02-20,69.0,Chicago,35,3011.87,2023-10-07,True
268,Customer_0268,customer_0268@example.com,2023-02-01,66.0,Los Angeles,44,1521.33,2023-03-22,True
269,Customer_0269,customer_0269@example.com,2023-07-26,79.0,Houston,38,1534.6,2023-02-07,True
270,Customer_0270,customer_0270@example.com,2023-06-23,66.0,New York,26,3728.81,2023-08-15,True
271,Customer_0271,customer_0271@example.com,2023-02-25,75.0,Phoenix,11,288.31,2023-06-26,True
272,Customer_0272,customer_0272@example.com,2023-05-08,,Los Angeles,35,4519.33,2023-10-28,True
273,Customer_0273,customer_0273@example.com,2023-04-09,29.0,New York,8,4268.71,2023-06-03,True
274,Customer_0274,customer_0274@example.com,2023-04-08,79.0,Los Angeles,46,3355.63,2023-11-24,True
